target_id	ens_gene	ext_gene	biotype	log2FC	qval	intergenic	tss	poly_a	tss_poly_a	protein_potential_bool	protein_potential	score
MSTRG.24107.36	NA	NA	NA	0.98241806521316	4.63028197319204e-10	FALSE	TRUE	TRUE	TRUE	TRUE	0.0133949371318829	4
MSTRG.18346.4	NA	NA	NA	-1.2106726621591	8.17676791278061e-10	FALSE	TRUE	TRUE	TRUE	TRUE	0.285414138375027	4
MSTRG.3965.4	NA	NA	NA	0.956068356696776	8.53825500060523e-10	FALSE	TRUE	TRUE	TRUE	TRUE	0.000782238057999921	4
MSTRG.27869.1	NA	NA	NA	5.69201455074792	1.71775406343766e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.0155351796093951	4
MSTRG.14063.3	NA	NA	NA	0.673474765436771	1.78668447217554e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.151016034657534	4
MSTRG.26801.1	NA	NA	NA	1.16041083731444	3.69035644575027e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.216980560757319	4
MSTRG.3903.2	NA	NA	NA	-1.09369531366122	5.29297219550025e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.00154403959367148	4
MSTRG.4497.12	NA	NA	NA	-6.41450210915503	5.91075956816897e-09	FALSE	TRUE	TRUE	TRUE	TRUE	6.07842383263876e-11	4
MSTRG.27854.3	NA	NA	NA	-0.624157185306387	6.29978744401605e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.00207288723017456	4
MSTRG.21230.7	NA	NA	NA	0.792608102671065	7.76650594687047e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.00978306218404318	4
MSTRG.17379.2	NA	NA	NA	3.26933678547838	9.08760139003634e-09	FALSE	TRUE	TRUE	TRUE	TRUE	0.2382075514135	4
MSTRG.17926.5	NA	NA	NA	-0.609962621487632	2.92894497831046e-08	FALSE	TRUE	TRUE	TRUE	TRUE	0.00922046974081014	4
MSTRG.20143.11	NA	NA	NA	1.21248509937993	2.98847683747614e-08	FALSE	TRUE	TRUE	TRUE	TRUE	0.0329117899486898	4
MSTRG.29971.6	NA	NA	NA	-1.49852980786999	3.70941135125781e-08	FALSE	TRUE	TRUE	TRUE	TRUE	0.346711870276759	4
MSTRG.17433.9	NA	NA	NA	-0.68550260869858	4.15518043310433e-08	FALSE	TRUE	TRUE	TRUE	TRUE	0.00177978852495639	4
MSTRG.13971.3	NA	NA	NA	1.16896901462087	7.44827778843985e-08	FALSE	TRUE	TRUE	TRUE	TRUE	0.0238926830469096	4
MSTRG.5267.4	NA	NA	NA	0.599455021200476	1.78865858837819e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.00197396424288261	4
MSTRG.14187.6	NA	NA	NA	0.985257225381208	2.2501757827272e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.00598875945217078	4
MSTRG.23905.3	NA	NA	NA	5.08662833211211	2.38549813387762e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.0113172488495244	4
MSTRG.22410.5	NA	NA	NA	-0.49830510554795	2.74466217203734e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.00246881569316392	4
MSTRG.21810.4	NA	NA	NA	1.16000694821145	2.81342312685271e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.0420273937947394	4
MSTRG.3408.4	NA	NA	NA	-0.73696846447436	3.2295243420101e-07	FALSE	TRUE	TRUE	TRUE	TRUE	1.19291413083674e-06	4
MSTRG.1696.4	NA	NA	NA	-0.871763695401569	3.43041243887755e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.0408203400049229	4
MSTRG.18752.3	NA	NA	NA	-0.395716615341537	4.01727744131534e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.00592980027832291	4
MSTRG.10828.7	NA	NA	NA	0.638660372524403	6.31984378099418e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.0771386179508615	4
MSTRG.28922.24	NA	NA	NA	0.864097003963947	7.24113966756634e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.350915416805444	4
MSTRG.3334.1	NA	NA	NA	0.430829669031415	9.82208885230966e-07	FALSE	TRUE	TRUE	TRUE	TRUE	0.126503376731164	4
MSTRG.11249.7	NA	NA	NA	0.652430533753853	1.07853200885193e-06	FALSE	TRUE	TRUE	TRUE	TRUE	4.85114091832036e-07	4
MSTRG.18802.4	NA	NA	NA	-0.482843175737085	2.15905517199921e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.000929009732793799	4
MSTRG.25506.2	NA	NA	NA	5.44043780122288	2.41937297382831e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.067667900060576	4
MSTRG.16475.2	NA	NA	NA	-0.781410262558046	2.94441557065862e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.302205033927907	4
MSTRG.9640.7	NA	NA	NA	-0.453991438250726	4.08500365928128e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.0170521959486755	4
MSTRG.21522.4	NA	NA	NA	6.23638403507743	5.16597124229861e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.138853066007902	4
MSTRG.8273.2	NA	NA	NA	-0.906875213963735	5.65143084205387e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.0253738656263732	4
MSTRG.8118.4	NA	NA	NA	-0.427383295999874	5.73955803665019e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.20456858795894	4
MSTRG.13860.22	NA	NA	NA	4.54443699872216	5.94049371645678e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.0629431929164998	4
MSTRG.17992.2	NA	NA	NA	-0.552009899519363	6.81704709136082e-06	FALSE	TRUE	TRUE	TRUE	TRUE	0.00570596454939135	4
MSTRG.9823.2	NA	NA	NA	5.36037706193417	1.3281857406945e-05	FALSE	TRUE	TRUE	TRUE	TRUE	6.05321987316505e-06	4
MSTRG.17475.4	NA	NA	NA	-0.618355469570491	1.38015979903794e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.118061285280239	4
MSTRG.19078.2	NA	NA	NA	0.841780243710619	2.19060483753452e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0102778145499193	4
MSTRG.23217.3	NA	NA	NA	1.20438709681863	2.23694599684576e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0360955956429204	4
MSTRG.22693.1	NA	NA	NA	-5.81789623881225	2.67243421267264e-05	FALSE	TRUE	TRUE	TRUE	TRUE	7.11220275257515e-07	4
MSTRG.20966.6	NA	NA	NA	-0.620817696152201	2.8046204976961e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00172372303026258	4
MSTRG.18895.3	NA	NA	NA	-0.541739194989883	2.81705447040627e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00617121959613236	4
MSTRG.12936.16	NA	NA	NA	-1.0541884620242	2.85431036547962e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.303709989532255	4
MSTRG.4790.3	NA	NA	NA	0.57902791050576	3.32404947360685e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00153788334714664	4
MSTRG.11312.1	NA	NA	NA	2.4132981487606	3.45515892793149e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00441518454898319	4
MSTRG.17423.2	NA	NA	NA	-0.550516945568366	4.94029707899315e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00523872679891102	4
MSTRG.6341.15	NA	NA	NA	-0.546642875693979	5.18620636996672e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.230900322885669	4
MSTRG.18843.21	NA	NA	NA	-0.776659812533874	5.20348119157816e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00522235566645392	4
MSTRG.29735.5	NA	NA	NA	-0.667124669242836	5.3837013619806e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0550916158601355	4
MSTRG.25456.8	NA	NA	NA	1.11718301764436	5.96670868587395e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.00151559506718528	4
MSTRG.29638.4	NA	NA	NA	-0.738661546636355	6.49360570153544e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0261125233096243	4
MSTRG.29006.8	NA	NA	NA	-0.967235337786554	7.70340124681553e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.146135145154072	4
MSTRG.15914.31	NA	NA	NA	1.19668948742211	8.00580799884882e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0285918047028269	4
MSTRG.19036.6	NA	NA	NA	3.55265805338969	8.52808444338264e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.125236205099258	4
MSTRG.9933.3	NA	NA	NA	-1.38986480540782	8.82919515834311e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0026782451260135	4
MSTRG.3344.3	NA	NA	NA	-0.95918777744492	8.99458360553153e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0606047966299908	4
MSTRG.26307.19	NA	NA	NA	-2.86338476893201	9.64847677136751e-05	FALSE	TRUE	TRUE	TRUE	TRUE	0.0048641350113283	4
MSTRG.23707.1	NA	NA	NA	0.549341226891634	0.000102929511964582	FALSE	TRUE	TRUE	TRUE	TRUE	0.0633218819438773	4
MSTRG.21543.5	NA	NA	NA	-0.582333468948473	0.000126071635698814	FALSE	TRUE	TRUE	TRUE	TRUE	0.0478170724190915	4
MSTRG.17409.13	NA	NA	NA	-1.86496489660507	0.0001314127122322	FALSE	TRUE	TRUE	TRUE	TRUE	0.00702132023086078	4
MSTRG.26556.12	NA	NA	NA	1.64033490287743	0.000156447009153451	FALSE	TRUE	TRUE	TRUE	TRUE	0.0229878664360391	4
MSTRG.5773.5	NA	NA	NA	-5.55240150244604	0.000157360103349683	FALSE	TRUE	TRUE	TRUE	TRUE	0.000235324729232304	4
MSTRG.6171.5	NA	NA	NA	-0.649208631920258	0.000161487983761523	FALSE	TRUE	TRUE	TRUE	TRUE	0.296578224030937	4
MSTRG.5927.1	NA	NA	NA	-3.19728055977108	0.000173886419962981	FALSE	TRUE	TRUE	TRUE	TRUE	0.165063393386852	4
MSTRG.2767.2	NA	NA	NA	-0.533588115651445	0.000175881598472504	FALSE	TRUE	TRUE	TRUE	TRUE	0.0173338491768953	4
MSTRG.25147.1	NA	NA	NA	0.623619583428522	0.000187614745643761	FALSE	TRUE	TRUE	TRUE	TRUE	0.00676949318177395	4
MSTRG.17275.1	NA	NA	NA	-0.426322088591896	0.00022018549288032	FALSE	TRUE	TRUE	TRUE	TRUE	0.0120748741853785	4
MSTRG.26705.2	NA	NA	NA	-0.49679480365282	0.000230486097133235	FALSE	TRUE	TRUE	TRUE	TRUE	0.0172937838361516	4
MSTRG.7769.37	NA	NA	NA	0.503779854777071	0.000255274201912663	FALSE	TRUE	TRUE	TRUE	TRUE	0.0287666635277366	4
MSTRG.21942.3	NA	NA	NA	-0.745814609649351	0.000259147341398039	FALSE	TRUE	TRUE	TRUE	TRUE	0.146395804750421	4
MSTRG.27964.3	NA	NA	NA	0.433039687273631	0.000259212358771325	FALSE	TRUE	TRUE	TRUE	TRUE	1.10569609137251e-07	4
MSTRG.5079.1	NA	NA	NA	-0.601880006133143	0.000272323028088133	FALSE	TRUE	TRUE	TRUE	TRUE	0.209807012737274	4
MSTRG.3548.13	NA	NA	NA	0.764992007212519	0.000297431296809998	FALSE	TRUE	TRUE	TRUE	TRUE	0.103838373101266	4
MSTRG.30257.4	NA	NA	NA	-0.320069132909487	0.000328110962603194	FALSE	TRUE	TRUE	TRUE	TRUE	0.0041732617336883	4
MSTRG.23405.6	NA	NA	NA	-1.35183906456178	0.000382453090220084	FALSE	TRUE	TRUE	TRUE	TRUE	6.94632009805973e-08	4
MSTRG.5963.3	NA	NA	NA	-0.364209309395542	0.000386822483084501	FALSE	TRUE	TRUE	TRUE	TRUE	4.42695752458904e-05	4
MSTRG.22500.3	NA	NA	NA	0.726388489429445	0.000391859618623546	FALSE	TRUE	TRUE	TRUE	TRUE	0.00563836491018147	4
MSTRG.3128.5	NA	NA	NA	1.32753480898673	0.000395926718410403	FALSE	TRUE	TRUE	TRUE	TRUE	0.307860769963915	4
MSTRG.25608.8	NA	NA	NA	-0.988319293030309	0.000415736736380282	FALSE	TRUE	TRUE	TRUE	TRUE	0.000878713853211599	4
MSTRG.8597.7	NA	NA	NA	-0.493414636448874	0.000423032768747767	FALSE	TRUE	TRUE	TRUE	TRUE	0.237168847934735	4
MSTRG.17997.3	NA	NA	NA	-0.39341426688423	0.000457805352532738	FALSE	TRUE	TRUE	TRUE	TRUE	0.0012409765026269	4
MSTRG.27163.5	NA	NA	NA	0.689932306827487	0.000504831244090616	FALSE	TRUE	TRUE	TRUE	TRUE	0.189912581607057	4
MSTRG.18113.3	NA	NA	NA	-0.555788564095293	0.000741838436462028	FALSE	TRUE	TRUE	TRUE	TRUE	0.107910836045979	4
MSTRG.12442.3	NA	NA	NA	-0.297152212547245	0.000746145319604709	FALSE	TRUE	TRUE	TRUE	TRUE	0.0135872618185177	4
MSTRG.21573.6	NA	NA	NA	4.91401153650422	0.000782772651805641	FALSE	TRUE	TRUE	TRUE	TRUE	0.209254203477166	4
MSTRG.8610.8	NA	NA	NA	-5.37865911671028	0.00093894942909133	FALSE	TRUE	TRUE	TRUE	TRUE	0.0237129291847257	4
MSTRG.18163.4	NA	NA	NA	-1.45953981706767	0.00120414020794442	FALSE	TRUE	TRUE	TRUE	TRUE	0.160735300713274	4
MSTRG.21838.8	NA	NA	NA	-0.294450606157749	0.00126424273153369	FALSE	TRUE	TRUE	TRUE	TRUE	0.0338556938145118	4
MSTRG.23137.1	NA	NA	NA	0.6481496868509	0.00128859076351981	FALSE	TRUE	TRUE	TRUE	TRUE	0.0202412139304207	4
MSTRG.19597.3	NA	NA	NA	2.58296327675319	0.00137213069493348	FALSE	TRUE	TRUE	TRUE	TRUE	0.00489201589765961	4
MSTRG.24554.8	NA	NA	NA	4.19875137130984	0.00148872578044024	FALSE	TRUE	TRUE	TRUE	TRUE	1.21467957953616e-09	4
MSTRG.26559.2	NA	NA	NA	0.800259419571665	0.00150464970730433	FALSE	TRUE	TRUE	TRUE	TRUE	0.00056796808743307	4
MSTRG.2802.2	NA	NA	NA	0.604373354242241	0.00151763788190865	FALSE	TRUE	TRUE	TRUE	TRUE	0.00872681109529756	4
MSTRG.3168.3	NA	NA	NA	-0.387403353614613	0.00152213641999449	FALSE	TRUE	TRUE	TRUE	TRUE	0.0250986540117416	4
MSTRG.22320.3	NA	NA	NA	0.51630511478887	0.00175919565542738	FALSE	TRUE	TRUE	TRUE	TRUE	0.00128711776216809	4
MSTRG.24579.3	NA	NA	NA	-5.54645432136368	0.00185892845385874	FALSE	TRUE	TRUE	TRUE	TRUE	0.00208197082237234	4
MSTRG.24896.2	NA	NA	NA	-1.27130749965454	0.00196251712352308	FALSE	TRUE	TRUE	TRUE	TRUE	0.171994249345094	4
MSTRG.29585.4	NA	NA	NA	-1.96109767292297	0.00212933765347528	FALSE	TRUE	TRUE	TRUE	TRUE	0.113185291516251	4
MSTRG.16689.2	NA	NA	NA	1.37219265676883	0.00222166505407892	FALSE	TRUE	TRUE	TRUE	TRUE	0.0853084487392084	4
MSTRG.29638.3	NA	NA	NA	-0.76206249788251	0.00225833739248177	FALSE	TRUE	TRUE	TRUE	TRUE	0.0261125233096243	4
MSTRG.17913.2	NA	NA	NA	-0.456097188309178	0.00231758138801524	FALSE	TRUE	TRUE	TRUE	TRUE	0.00350606657686081	4
MSTRG.19165.4	NA	NA	NA	0.330619974068828	0.0023315583930472	FALSE	TRUE	TRUE	TRUE	TRUE	0.0225816253355778	4
MSTRG.6813.2	NA	NA	NA	0.449551030055934	0.00246422889282414	FALSE	TRUE	TRUE	TRUE	TRUE	0.0171373565671843	4
MSTRG.1764.2	NA	NA	NA	0.46859834584758	0.00249961184724833	FALSE	TRUE	TRUE	TRUE	TRUE	0.00589240414566637	4
MSTRG.20446.4	NA	NA	NA	-0.326158189203091	0.00253285140665439	FALSE	TRUE	TRUE	TRUE	TRUE	0.000295121181701377	4
MSTRG.7454.2	NA	NA	NA	0.72608578832389	0.00260856602772883	FALSE	TRUE	TRUE	TRUE	TRUE	0.0125699973275013	4
MSTRG.17546.38	NA	NA	NA	-0.409640461136847	0.00261100685684573	FALSE	TRUE	TRUE	TRUE	TRUE	0.0290426534418114	4
MSTRG.21441.9	NA	NA	NA	-3.69581443138	0.00281071933159387	FALSE	TRUE	TRUE	TRUE	TRUE	0.181610176134411	4
MSTRG.5856.11	NA	NA	NA	1.83193514569291	0.002932666479807	FALSE	TRUE	TRUE	TRUE	TRUE	0.0534477188784483	4
MSTRG.17126.6	NA	NA	NA	-1.15790896967982	0.00297030596541881	FALSE	TRUE	TRUE	TRUE	TRUE	0.00150901161610102	4
MSTRG.9648.12	NA	NA	NA	-1.53851921547318	0.00311913449983756	FALSE	TRUE	TRUE	TRUE	TRUE	0.032910070256522	4
MSTRG.14694.3	NA	NA	NA	1.93268757400713	0.00318190403784308	FALSE	TRUE	TRUE	TRUE	TRUE	0.129195399824083	4
MSTRG.9473.5	NA	NA	NA	-0.458908764298537	0.0033161499288043	FALSE	TRUE	TRUE	TRUE	TRUE	0.00841659621311621	4
MSTRG.24176.7	NA	NA	NA	-5.0061669824375	0.00339775236373368	FALSE	TRUE	TRUE	TRUE	TRUE	0.00105480801784565	4
MSTRG.11184.3	NA	NA	NA	0.305663571769096	0.00371381858562066	FALSE	TRUE	TRUE	TRUE	TRUE	0.00036978284323593	4
MSTRG.8940.3	NA	NA	NA	-0.447959973659682	0.00376406989777279	FALSE	TRUE	TRUE	TRUE	TRUE	0.031560501888709	4
MSTRG.20335.13	NA	NA	NA	0.601362802966964	0.00376678389335422	FALSE	TRUE	TRUE	TRUE	TRUE	0.12337989968267	4
MSTRG.18745.11	NA	NA	NA	0.856570772983633	0.00383413973821961	FALSE	TRUE	TRUE	TRUE	TRUE	0.0410127599757602	4
MSTRG.24537.4	NA	NA	NA	0.413500754713013	0.00424767938372752	FALSE	TRUE	TRUE	TRUE	TRUE	0.13671083267015	4
MSTRG.7189.21	NA	NA	NA	0.457705422927633	0.00426638558417931	FALSE	TRUE	TRUE	TRUE	TRUE	0.158564792748998	4
MSTRG.10903.5	NA	NA	NA	0.245722565895085	0.00438348189076895	FALSE	TRUE	TRUE	TRUE	TRUE	0.00609111978188389	4
MSTRG.27870.4	NA	NA	NA	1.19068108152416	0.00448104462185924	FALSE	TRUE	TRUE	TRUE	TRUE	0.000708797110651051	4
MSTRG.17461.1	NA	NA	NA	-0.704362489569565	0.0045370490165661	FALSE	TRUE	TRUE	TRUE	TRUE	0.222744419850175	4
MSTRG.19322.5	NA	NA	NA	1.35054852893914	0.00489505400516731	FALSE	TRUE	TRUE	TRUE	TRUE	0.000966221005214143	4
MSTRG.19070.12	NA	NA	NA	0.612070601508019	0.00492499391032495	FALSE	TRUE	TRUE	TRUE	TRUE	0.000666814898359948	4
MSTRG.3399.1	NA	NA	NA	-0.656218213738301	0.00548752905192925	FALSE	TRUE	TRUE	TRUE	TRUE	0.192378978065095	4
MSTRG.14465.17	NA	NA	NA	0.632100583328919	0.0055377412457187	FALSE	TRUE	TRUE	TRUE	TRUE	0.000331193066092427	4
MSTRG.11607.6	NA	NA	NA	0.440844128588029	0.00579280538934495	FALSE	TRUE	TRUE	TRUE	TRUE	0.0355727316658524	4
MSTRG.16203.21	NA	NA	NA	-0.618890462107591	0.00620616202380805	FALSE	TRUE	TRUE	TRUE	TRUE	0.125924279671283	4
MSTRG.26656.8	NA	NA	NA	0.649407743305119	0.00624255466340409	FALSE	TRUE	TRUE	TRUE	TRUE	0.347022166625544	4
MSTRG.29585.5	NA	NA	NA	-1.37080337236045	0.00673566618457245	FALSE	TRUE	TRUE	TRUE	TRUE	0.111159446004448	4
MSTRG.4649.2	NA	NA	NA	0.384659420332589	0.00676884538203607	FALSE	TRUE	TRUE	TRUE	TRUE	0.00647837438856566	4
MSTRG.23696.4	NA	NA	NA	-0.310626756638051	0.00722704673564468	FALSE	TRUE	TRUE	TRUE	TRUE	0.00435256031238896	4
MSTRG.17624.3	NA	NA	NA	-0.35698239827452	0.00760377553269403	FALSE	TRUE	TRUE	TRUE	TRUE	0.0283263002355719	4
MSTRG.29048.3	NA	NA	NA	-0.956999946022427	0.0076344391379729	FALSE	TRUE	TRUE	TRUE	TRUE	0.00662386018800478	4
MSTRG.11118.2	NA	NA	NA	0.579837177577601	0.00783926108961489	FALSE	TRUE	TRUE	TRUE	TRUE	0.033988182405096	4
MSTRG.27534.2	NA	NA	NA	0.541554674288473	0.00788657029649668	FALSE	TRUE	TRUE	TRUE	TRUE	0.24663556736941	4
MSTRG.23984.4	NA	NA	NA	0.617693571598641	0.00801711837428741	FALSE	TRUE	TRUE	TRUE	TRUE	0.00251168965938885	4
MSTRG.12578.16	NA	NA	NA	-0.49590652750634	0.0080772409054538	FALSE	TRUE	TRUE	TRUE	TRUE	0.0366152470903364	4
MSTRG.13994.5	NA	NA	NA	0.545437073556367	0.0081118492137525	FALSE	TRUE	TRUE	TRUE	TRUE	0.0754238233904843	4
MSTRG.17516.15	NA	NA	NA	-1.01653717588684	0.00830327053320753	FALSE	TRUE	TRUE	TRUE	TRUE	0.00897649335951746	4
MSTRG.24199.3	NA	NA	NA	2.14823183195407	0.00879952670790412	FALSE	TRUE	TRUE	TRUE	TRUE	0.00146219889904354	4
MSTRG.25117.3	NA	NA	NA	0.449528151368319	0.00898594070005183	FALSE	TRUE	TRUE	TRUE	TRUE	0.000640102416591353	4
MSTRG.5220.2	NA	NA	NA	-0.296658953901777	0.00922074182950216	FALSE	TRUE	TRUE	TRUE	TRUE	0.0703335260131186	4
MSTRG.1976.10	NA	NA	NA	-0.613767156162277	0.00924601121029327	FALSE	TRUE	TRUE	TRUE	TRUE	0.0730514479621861	4
MSTRG.4717.5	NA	NA	NA	-1.28606816544566	0.00942898447316545	FALSE	TRUE	TRUE	TRUE	TRUE	6.00291361057955e-05	4
MSTRG.18353.3	NA	NA	NA	-0.787464171188274	0.00959382137846764	FALSE	TRUE	TRUE	TRUE	TRUE	0.0050036515095205	4
MSTRG.9108.2	NA	NA	NA	0.409239114555443	0.00962194048644703	FALSE	TRUE	TRUE	TRUE	TRUE	0.000975860934681175	4
MSTRG.20396.8	NA	NA	NA	-0.457729671283372	0.00967103777099081	FALSE	TRUE	TRUE	TRUE	TRUE	0.00513646556572664	4
MSTRG.23809.8	NA	NA	NA	4.49696519470165	0.00984597493815617	FALSE	TRUE	TRUE	TRUE	TRUE	0.0027773651430017	4
MSTRG.22116.54	NA	NA	NA	-0.296064584068574	0.0101982061441088	FALSE	TRUE	TRUE	TRUE	TRUE	0.233044728602071	4
MSTRG.30759.3	NA	NA	NA	-0.270299914896	0.0107629255969861	FALSE	TRUE	TRUE	TRUE	TRUE	0.00968425632265742	4
MSTRG.13258.3	NA	NA	NA	-0.481335412266525	0.010925242097304	FALSE	TRUE	TRUE	TRUE	TRUE	0.0222137132376297	4
MSTRG.6817.3	NA	NA	NA	-0.658416965799192	0.0112890508456122	FALSE	TRUE	TRUE	TRUE	TRUE	0.0203197626648839	4
MSTRG.4244.5	NA	NA	NA	0.804309228361302	0.0113130694564935	FALSE	TRUE	TRUE	TRUE	TRUE	0.0095328259308526	4
MSTRG.19113.11	NA	NA	NA	-1.04376754094475	0.011378611697439	FALSE	TRUE	TRUE	TRUE	TRUE	0.00532517004884339	4
MSTRG.8512.7	NA	NA	NA	0.838696412399115	0.0116546305429217	FALSE	TRUE	TRUE	TRUE	TRUE	0.0561263231266355	4
