gene_id	length	eff_length	est_counts	tpm
ACOX1	24507	20959.3044	1141.99573	17.231401
ACOX2	12095	8510.598	93.99999	4.5579469
ACOX3	12044	9837.878	364.99939	6.8567677
ACOXL	15152	12121.255	2	0.0502426
ACP1	10510	6926.142	4292.1285	165.02803
ACP2	18262	14171.5978	729.00032	16.189864
ACP3	9543	7061.274	6	0.0789062
ACP5	45739	38292.982	1.03174	0.0191431
ACP6	19774	17016.349	505.06314	13.498364
ACRBP	8732	6250.176	1.999998	0.0677926
ACRV1	4554	3450.892	1	0.0497435
ACSBG1	19122	15261.324	8.00038	0.051342
ACSF2	21502	14765.5003	675.8053	30.0908051
ACSF3	37231	31992.56	613.692902	18.41769027
ACSL1	50441	46028.52	650.99982	7.7188353
ACSL3	155774	145846.589	6907.95704638256	82.2855722798906
ACSL4	64412	59451.717	2557.99978	21.6286471
ACSL5	18430	16223.84	8	0.4845996
ACSL6	93638	84262.987	6.00658	0.03932538
ACSM2A	25414	21010.137	0.00899579	0.000155977
ACSM2B	26831	21593.183	1.991	0.0346478
ACSM3	16090	11955.466	385.92271	7.9019494
ACSM5	7059	5128.894	1	0.0151235
ACSM6	5318	4490.66	2	0.0544797
ACSS1	16590	15211.1	684.99976	7.7442468
ACSS2	24016	17455.0706	477.00538	11.38333
ACSS3	25012	22260.115	7.0073550422168	0.125519900673192
ACTA1	5150	4322.66	2	0.0627286
ACTA2	10595	8940.324	214.87625	6.0629588
ACTA2-AS1	4746	3642.892	5	0.2093687
ACTB	29676	23334.06	69237.67769	1745.8015617
ACTBL2	2794	2518.22	2	0.030271
ACTG1	46121	39226.512	141176.85566	3286.842282
ACTG1P1	1129	853.224	2.00003	0.0893438
ACTG1P17	3318	2490.725	4	0.281479
ACTG1P20	468	192.373	3.00018	0.594424
ACTG1P25	3354	2802.444	2.00355	0.037338
ACTG1P3	1114	838.224	10.0001	0.454713
ACTG1P9	2658	2382.22	1.00018	0.0160024
ACTG2	10172	7690.159	8.9999964	0.2884404
ACTL6A	12241	8540.9182	2743.01874	118.830144
ACTL8	3511	2959.44	49.00004	1.2028487
ACTMAP	12145	9395.913	478.39724	9.281604
ACTN1	128172	115257.1848	12846.70553	165.3625413
ACTN3	6670	5842.664	3	0.0407175
ACTN4	24573	21539.788	6376.57936	295.462885
ACTR10	15052	10640.216	1455.99982	47.36645
ACTR1A	11842	9911.69	4454.36857	73.988868
ACTR1B	4085	3257.668	1238.0006	28.10062
ACTR2	7609	6505.956	18659.22183	239.571259
ACTR3	17365	15158.871	9963.48849	202.844111
ACTR3-AS1	2315	1215.697	3	0.180289
ACTR3B	11333	9979.8806	257.27026	6.3434032
ACTR3C	9822	8167.47	2.068755	0.1012745
ACTR5	2547	2271.22	381	6.39377
ACTR6	14833	11262.2365	1079.9997	36.942219
ACTR8	8780	7125.413	613.4592673	12.457488908
ACTRT3	1671	1395.22	65	1.77567
ACVR1	64005	57110.721	776.0001	11.916929
ACVR1B	13089	11159.396	1143.6906	13.02756
ACVR1C	13410	12306.884	2	0.0088874
ACVR2A	15660	13775.7538	171.00012	2.660337
ACVR2B	18818	17990.64	374.00015	1.3448062
ACVR2B-AS1	2517	2241.22	13	0.22108
ACVRL1	18811	16607.175	3.006468	0.0379425
ACY1	31434	23440.984	579.28614	21.90814
ACY3	2304	1752.444	56	1.94884
ACYP1	3829	2174.514	328.96677	38.287075
ACYP2	9638	7156.008	59.0441	2.8857875
ADA	104194	87371.616	1169.87175130708	34.4012212353771
ADA2	87575	79301.937	2.36578	0.0270765
ADAL	17658	15451.961	193.03227	4.1845505
ADAM10	27325	22637.317	6116.00079	137.324246
ADAM11	14864	13485.138	151.99996	1.884954
ADAM12	21142	19224.396	534.99977	4.0024108
ADAM15	54678	45883.2358	2248.9987	48.4587567
ADAM17	92394	84672.355	3062.12184002958	36.7781890007591
ADAM19	15169	13790.104	1324.99775	8.1804547
ADAM20	5575	5023.44	1.9999963	0.030390418
ADAM20P1	6381	5553.664	1	0.0138185
ADAM22	51256	47395.207	45.00002	0.4634581
ADAM23	9508	8680.828	270.00038	3.450099
ADAM28	25586	22001.277	7.00000126824	0.262903708302
ADAM32	37186	31210.0638	30.17925	1.1608128
ADAM33	15949	14570.1	5	0.0732191
ADAM3A	17749	15266.992	8	0.395881
ADAM8	15135	12103.03	117.99999	3.982834
ADAM9	121345	112746.3756	14525.02669	145.4755665
ADAMTS1	42213	39455.204	18.357340171775	0.18424640200511
ADAMTS10	24623	20762.39	668.7445719	37.956484017
ADAMTS12	20711	18091.2298	984.99989	15.0682973
ADAMTS13	28446	25963.988	39.99998	0.7604256
ADAMTS14	10826	10274.44	1	0.00763327
ADAMTS15	6006	5730.22	430	2.86015
ADAMTS16	11075	10086.9044	84	0.901803
ADAMTS16-DT	11444	10340.88	5.03402	0.0563733
ADAMTS17	16495	14094.0688	1	0.0225768
ADAMTS18	11492	9024.9915	1	0.00685857
ADAMTS3	8111	7283.668	4.000002	0.0524833
ADAMTS4	12085	11273.1665	4.24764	0.0170396
ADAMTS6	23316	21124.32	34.999976	0.36359775
ADAMTS7	15310	13931.104	194.94113	1.96918
ADAMTS7P3	3716	3440.22	1.05918	0.0117348
ADAMTS8	5878	5326.44	32	0.363838
ADAMTS9	32987	30229.412	28.99999	0.297626
ADAMTS9-AS1	21355	15564.192	1	0.0782282
ADAMTSL1	40922	36787.223	1	0.0239983
ADAMTSL3	23828	21621.958	4.38621	0.0483767
ADAMTSL4	26861	24654.76	135.65951	1.6834441
ADAMTSL4-AS1	1914	1638.22	1.09375	0.0254471
ADAMTSL4-AS2	665	389.258	1	0.0979162
ADAMTSL5	11518	8503.872	51.000013	1.5363096
ADAP1	25355	20118.314	28.000012	1.2024131
ADAP2	12081	9095.3945	128.67961	3.870363
ADAR	171206	162414.5359	8111.67826693266	52.9363210327001
ADARB1	49937	45837.7882	592.99957	7.3960999
ADAT1	14271	11513.658	1185.99652	17.270771
ADAT2	13419	12591.721	325	3.916546
ADAT3	2582	2030.444	53.99998	1.5844804
ADCK1	13280	11073.814	162.99998	4.9804037
ADCK2	7766	6387.142	573.99981	10.786695
ADCK5	8055	5902.3848	213.9996	6.236436
ADCY1	17966	16587.088	79.49322	0.802121
ADCY10	18619	17240.104	3	0.1226892
ADCY10P1	8931	8103.741	7.00589	0.0664663
ADCY3	24766	21181.062	2445.4565	35.68545
ADCY5	51149	46736.74	18	0.1853633
ADCY6	27538	25060.998	1529.82183	13.549623
ADCY6-DT	912	360.848	3	0.57933
ADCY7	37862	33587.1655	205.22584	7.7962728
ADCY9	13550	11619.662	494.3266	3.8332412
ADCYAP1R1	27318	25112.14	1.00103	0.00625044
ADD1	58674	50743.0308	1712.654039	25.02555634
ADD2	31250	27389.346	3211.700251	39.5441453
ADD3	20838	15534.601	1188.82301221624	14.641697200538
ADD3-AS1	12012	10633.108	3	0.0188991
ADGB	31408	27887.9753	1.00416	0.00588527
ADGRA2	13785	12957.698	147	0.840231
ADGRA3	20917	17375.4632	1416.14284	16.887388
ADGRA3P1	4815	4263.44	5.009652	0.06523198
ADGRB1	21921	20542.138	7	0.0464471
ADGRB2	47181	43044.503	593.99965	5.835922
ADGRB3	21850	20195.419	2	0.0287525
ADGRD1	34293	29880.935	12	0.4210454
ADGRD1-AS1	2314	1762.444	8.34353	0.317622
ADGRD2	14513	12306.936	4.00349	0.0822497
ADGRE1	16712	14505.806	155.0001	2.476762
ADGRE2	29952	26366.94	11.27041	0.1697981
ADGRE5	16410	12042.383	1379.90336	37.178762
ADGRF1	29277	25691.99	2.002812	0.01481727
ADGRF3	27532	24829.998	4	0.0438502
ADGRF4	9277	8449.66	222.9997	3.0024
ADGRF5	12586	11482.956	1	0.00706844
ADGRF5P1	2115	1563.448	1	0.0541229
ADGRG1	86665	64908.6148	4124.56968025856	77.2711960284664
ADGRG2	51511	48477.42	351.45815025391	3.02247500291653
ADGRG3	10261	8330.59	21.00002	0.3535621
ADGRG6	35448	31587.405	6607.993323	62.173916974
ADGRL1	19508	17302.481	179.00021	1.912839
ADGRL1-AS1	4109	3281.725	42.25189	1.874342
ADGRL2	181818	170248.7965	441.0696792322	3.8766285863935
ADGRL3	97483	92243.277	2	0.0190182
ADGRL4	28091	23403.267	1	0.127791
ADGRV1	112990	102786.514	28.14163	1.06592417
ADH1B	19670	18015.324	1.0000003	0.010073752
ADH1C	3471	2367.96	3	0.2497211
ADH4	10895	7921.7007	1.0057	0.0222056
ADH5	13311	9747.3678	4503.01190023009	112.704258016055
ADH6	11506	9299.891	9	0.2304633
ADHFE1	19717	15304.849	13.30833848946	0.5472566559389
ADI1	8607	7503.918	3190.0019	63.067974
ADIPOQ	9141	8589.44	1.00007	0.00893467
ADIPOR1	7253	5874.112	2381.99924	50.768266
ADIPOR2	7219	5289.232	2103.47516	22.669391
ADIRF-AS1	9156	8052.98	109.779	1.687124
ADISSP	5221	4117.888	2451.995	96.733109
ADK	21071	17216.189	1170.00034	33.070635
ADM	9538	7331.878	2193.00097	76.414074
ADM-DT	803	527.224	28	2.02421
ADM2	8489	7937.44	16	0.154889
ADNP	43299	40817.022	2965.56437	28.328026
ADNP-AS1	3846	2742.896	17.04999	0.892356
ADNP2	7631	6438.486	1280.99772	10.458139
ADO	3760	3484.22	1194	13.0614
ADORA1	14778	12847.548	12.999999	0.29576575
ADORA2A	18331	14194.544	31.99997	1.005295
ADORA2A-AS1	7195	6091.884	64	1.06931
ADORA2B	3397	2845.44	138	4.2206
ADPGK	22081	18220.348	1206.25005312742	20.9795580511102
ADPGK-AS1	5987	5159.664	2.000001	0.0779084
ADPRH	14097	12166.582	222.0005	3.23235
ADPRHL1	23161	21782.104	220.00035	9.5163927
ADPRM	5020	3916.888	171.29544	6.141137
ADPRS	1651	1375.22	515	14.2733
ADRA1B	3531	2703.821	87.1769	1.48919
ADRA1D	3454	2902.521	124	1.77262
ADRA2B	3696	3420.22	5	0.0557195
ADRA2C	3742	3190.44	102	2.08319
ADRB1	3039	2763.22	50	0.689677
ADRB2	2013	1737.22	108	2.36952
ADRM1	5635	4256.142	3364.0774	110.50673
ADSL	62059	52474.1913	3393.71815009436	99.5098440023473
ADSS1	16683	13116.9877	175.99983052	6.1587417198
ADSS2	4294	3466.668	2593.9979	44.081373
ADTRP	9721	6963.346	15	0.7412179
AEBP2	17794	15312.158	1114.13818	22.612232
AEN	11592	9937.5	2967.9753	41.654375
AFAP1	35541	32795.8077	6380.00155	35.890558
AFAP1L1	14034	12417.3206	533.00186	9.380835
AFAP1L2	17712	15781.609	1836.9974	21.858682
AFDN	85546	79203.86	676.499210064033	8.06690930044357
AFF1	39129	35820.043	1006.11539	4.6414665
AFF3	57332	49619.428	1	0.00937347
AFF4	19389	16907.492	2815.93416	12.9091394
AFG1L	12517	10586.647	111.99996	3.5832327
AFG3L1P	48644	42577.081	438.23267	9.1541348
AFG3L2	30123	26813.891	2350.02709	39.517898
AFMID	12178	8041.835	285.58701	27.680235
AFP	6751	4950.9205	25.99998	2.200276
AFTPH	38794	35484.644	1185.27749	12.4466857
AFTPH-DT	1924	1648.22	4	0.0924987
AGA	5103	3449.591	504.99969	16.7384535
AGA-DT	6873	5769.918	1	0.0202176
AGAP1	40163	36853.723	1895.002	14.0524532
AGAP1-IT1	1360	808.482	4	0.362803
AGAP10P	2418	2142.22	25.1601	0.447652
AGAP11	1740	1464.22	2.42991	0.0632521
AGAP12P	4500	3948.44	11.187	0.204678
AGAP13P	2061	1785.22	24.057	0.513617
AGAP14P	2060	1784.22	1.02142	0.0218195
AGAP2	15890	14786.918	14.99998	0.1183056
AGAP2-AS1	1500	1224.22	535.173	16.6619
AGAP3	28591	21734.7329	1423.14398	43.9068397
AGAP4	6647	5288.0836	144.24016	3.88923
AGAP5	5646	4818.76	38.23199	2.022786
AGAP6	25589	22831.2	208.35896	3.6231192
AGAP9	2387	2111.22	182.897	3.30191
AGBL2	17062	13509.2036	76.000048	2.981427
AGBL3	13907	11976.682	98.60206	6.7794684
AGBL4	10359	8980.138	2.00841	0.119625
AGBL5	15629	12871.55	1317.99995	28.998116
AGER	109812	81408.018	53.99999	2.9376557
AGFG1	19576	17369.806	5084.0007	95.59536
AGFG2	9853	8474.108	427.01484	10.181697
AGGF1	7009	5905.926	1405.65	12.7131
AGGF1P1	2073	1797.22	2.45219	0.0520048
AGGF1P10	2191	1915.22	1	0.0199009
AGGF1P2	2106	1830.22	8.54781	0.178009
AGGF1P8	1000	724.224	3	0.157885
AGK	48877	40891.8254	1531.15111	41.026566
AGK-DT	4069	2696.355	1	0.192153
AGKP1	1263	987.224	1	0.0386079
AGL	50772	48565.764	759	4.24476
AGMAT	3095	2819.22	163.754	2.21388
AGMO	3998	2895.807	120.861	2.472458
AGO1	35612	33681.52	1100.0005	4.659005
AGO2	23901	21216.6488	2305.99676	12.061856
AGO3	30381	28450.6	349.167555	5.00615819
AGO4	8091	7299.1028	235.70848	2.766048
AGPAT1	113593	98149.348	1388.97776	26.728109
AGPAT2	4465	3361.888	1096.00043	34.133569
AGPAT3	38068	33107.954	2230.05005	22.372808
AGPAT4	24007	22352.428	227.00001	2.2628396
AGPAT5	10703	8772.873	2516.394	36.545668
AGPS	117737	110842.492	2233.321564	30.796475936
AGR2	5094	3357.751	337.9495	31.35837
AGR3	2281	1182.219	2	0.164918
AGRN	35898	33185.626	7171.12677	54.883423
AGT	50884	47298.86	2.0000000714111	0.02325165164239
AGTPBP1	20524	18317.81	897.00034	8.560639
AGTR1	17199	14716.984	35.999964	0.74316537
AGTRAP	12780	8919.17	882.000254588	40.7595239341
AHCTF1	37689	35771.4995	3334.6261	16.918491
AHCTF1P1	6821	6545.22	4.78181	0.0278458
AHCY	9060	7405.428	11594.9257	240.24961
AHCYL1	12861	11206.366	6857.9964	81.51816
AHCYL2	19971	16661.906	521.194	5.272774
AHDC1	45132	40444.331	467.0031	6.594672
AHI1	298954	280753.542	900.46765936696	9.675979373562
AHI1-DT	33940	27046.155	8	0.2304443
AHNAK	23590	21383.904	21749.80057	62.863872
AHNAK2	41815	40711.84	6059.33148	26.06325488
AHR	19704	18001.6278	848.00023	12.073268
AHRR	23254	20220.841	182.000084	2.0038226
AHSA1	10216	6631.397	6639.99569	450.959205
AHSA2P	27877	23743.342	1444.174	30.147844
AHSG	4396	3568.664	1	0.0293591
AICDA	22282	19890.0453	3	0.0505449
AIDA	10531	8876.336	2668.58905	38.2100363
AIF1L	20628	17871.106	148.00006	2.0498522
AIFM1	64019	55469.836	4001.04218	78.8352541
AIFM2	9903	8799.884	1285.0145	17.80578
AIFM3	25525	20285.611	111.000089	3.0368546
AIG1	16326	13568.535	546.23361	19.2856364
AIM2	14706	12499.879	1	0.0239681
AIMP1	45485	40245.222	2389.629827083	68.89148874701
AIMP2	3942	2838.896	1631.54609	68.211718
AIP	13148	10114.486	968.99986	39.1247278
AIPL1	18553	15520.86	2	0.0423914
AJM1	4642	4366.22	127.65	1.11431
AJUBA	9761	7831.514	4376.4797	50.90989
AJUBA-DT	2412	1584.706	54.00009	4.245992
AK1	5316	3661.488	619.82474	33.184305
AK2	77796	71255.5432	5938.99257366	201.7338617584
AK3	10489	9385.884	465.71015	12.829157
AK3P3	664	388.258	6	0.58901
AK4	25737	23530.776	809.71036	15.440622
AK4P1	672	396.258	37.99	3.65412
AK4P3	2435	1883.521	12.1729	0.281664
AK5	14316	10840.211	238.91539	7.0378459
AK6	9266	6508.528	1100.4308	54.48972
AK7	6475	5096.203	127.03452	3.023191
AK8	6769	5449.7241	22.99996	0.6565598
AK9	24100	20791.868	66.99998	1.250382
AKAP1	31900	26660.856	2856.21992	32.132429
AKAP1-DT	3008	2180.668	10.02698	0.5622607
AKAP10	11370	8405.6355	1545.99871	22.902414
AKAP11	9915	9639.22	477.62	1.88857
AKAP12	28101	26722.138	5467.77	32.33565
AKAP13	58912	52345.2072	1663.85323	8.767199
AKAP17A	17236	15581.32	1503.9994	21.93603
AKAP3	8932	7277.495	6.9999983	0.0876995693
AKAP5	9088	8536.44	103.088	0.632589
AKAP6	34100	29976.3417	62.000728	2.2636969
AKAP7	17587	14554.648	97.99991	2.0178497
AKAP8	37276	33966.678	996.00032	15.3501009
AKAP8L	88174	77419.035	1414.99983017434	30.0798134024312
AKAP9	285747	276921.758	1231.0877825	5.4637610865
AKIP1	10534	7500.754	589.9369	40.515036
AKIRIN1	5979	4875.888	1784.84476	36.345138
AKIRIN2	2311	1760.571	277.8883	25.15496
AKNA	34428	32011.5065	297.99995	7.9125837
AKNAD1	18654	15896.38	12.99999	0.7074477
AKR1A1	12197	8356.8841	1528.1115	72.222471
AKR1B1	12448	8587.442	38163.99141	1595.402936
AKR1B10	3784	2680.96	84546.778	2500.1366
AKR1B10P1	942	666.224	1.00105	0.0572701
AKR1B15	6251	5147.884	210.0938	5.728089
AKR1C1	11495	10116.112	8289.242	313.44366
AKR1C2	11946	9188.528	59559.6257	3110.200445
AKR1C3	9878	6844.585	32412.66447	1374.574399
AKR1C4	3414	2586.668	5.0003331173	0.167441545675
AKR1C5P	609	333.258	2	0.22874
AKR1C7P	895	619.224	54.7555	3.37033
AKR1C8	4955	3851.988	4	0.0799793
AKR1E2	11862	8308.0026	237.61018	11.447293
AKR7A2	4733	3354.212	692.99967	25.317803
AKR7L	3842	3014.721	6	0.133875
AKT1	61396	55328.939	4173.87488017744	80.5969520029262
AKT1S1	15664	13204.6394	1169.20881	17.781252
AKT2	52976	41026.4405	5837.60947	163.366341
AKT3	66914	58918.629	1963.36959	27.500805
AKTIP	14918	11057.351	334.6302604	10.38445714
AKTIPP2	877	601.224	1.01756	0.0645083
ALAD	10721	8239.201	789.99983	13.482527
ALAS1	10250	8609.842	2084.00258	42.582638
ALB	20218	15056.5719	3	0.0947164
ALCAM	20408	17926.026	5396.65571	50.588147
ALDH16A1	15868	13701.867	1268.00036	18.9400876
ALDH18A1	8708	7329.169	3459.99824	45.267536
ALDH1A1	6221	4381.5067	287652.8619	8159.02895
ALDH1A2	29176	22361.7635	2	0.196337
ALDH1A3	10689	8758.658	922.999626	12.8687287
ALDH1A3-AS1	13576	11921.409	206.99998	4.349771
ALDH1B1	3612	3060.478	476.195	6.59466
ALDH1L1	37202	32238.171	6.000001	0.14021027
ALDH1L2	27429	25498.757	357.079102	1.9994172
ALDH2	14042	12663.176	1810.42379	37.761853
ALDH3A1	18966	14286.822	23255.01682	778.684443
ALDH3A2	89350	77771.037	9676.58481	139.6575827
ALDH3B1	18008	15526.03	6003.4034	105.990008
ALDH3B2	14536	11226.904	1	0.0318891
ALDH4A1	11489	9834.442	775.99987	14.097434
ALDH5A1	23808	21050.365	800.070954	7.181927
ALDH6A1	13563	11632.582	326.6728	3.692749
ALDH7A1	62275	52168.2878	3242.87329002278	79.4979800003811
ALDH9A1	5240	3861.184	2608.00429	47.9845678
ALDOA	19714	14484.4937	27105.66799	886.595128
ALDOC	9026	6544.106	63.99995	1.938182
ALG1	66233	59338.542	1031.2858234131	24.734822025525
ALG10	7098	5994.918	264.9997	5.650274
ALG10B	14168	13064.918	649.98937	4.290089
ALG11	82366	77401.986	1317.5090219	10.355334982
ALG12	6757	5929.668	576.99954	4.708069
ALG13	56957	47092.5359	965.06615028837	47.4012010999945
ALG14	9980	9303.5044	362.45311	2.243961
ALG1L9P	16412	13930.235	2	0.0587181
ALG2	7401	6573.66	642.78	12.12564
ALG3	14155	10309.6795	1040.26072	37.796511
ALG5	47612	39890.22	730.999845	31.5775536
