gene_id	length	eff_length	est_counts	tpm
ABCD4	30518	22984.432	796.19214	28.576029
ABCE1	13267	10574.672	5409.008036	76.4160831
ABCF1	95837	82716.5136	2521.76809306	44.4161224769
ABCF2	7396	6107.3193	2541.601	35.94957
ABCF2-H2BK1	2185	1915.69	1004.35	20.7519
ABCF3	20582	15735.138	1203.00013	34.822169
ABCG1	27939	24976.598	22	0.3128477
ABCG2	14605	13258.584	3562.2565	44.488216
ABCG4	13493	11877.254	2	0.0361532
ABCG5	11201	10123.76	2	0.031784
ABCG8	12249	11441.07	7.00113	0.09658
ABHD1	10893	8738.726	10.51261	0.3076741
ABHD10	6358	5011.462	1105.0004	24.48195
ABHD11	13306	9537.068	213.55415	16.202752
ABHD12	26384	19921.139	513.19673	20.376495
ABHD13	5313	5043.69	839	6.58435
ABHD14A	4232	2885.598	137.06678	7.6617867
ABHD14A-ACY1	55711	47901.232	21.811761939	0.54863690031
ABHD14B	12619	10464.638	664.99967	18.390269
ABHD15	3492	3222.69	222.741	2.73577
ABHD16A	115586	88699.941	558.999414	18.90032451
ABHD17A	18687	16532.528	464.741446	3.9461862
ABHD17B	4377	3838.38	642.9997	10.54446
ABHD17C	8021	6674.613	789.99977	16.696231
ABHD18	17533	15917.235	252.91854	4.391616
ABHD2	15733	13040.497	6307.99807	32.752246
ABHD3	11997	9341.4229	352.99652	12.484997
ABHD4	9054	6470.4934	2252.51695	45.021136
ABHD5	28268	23959.318	525.999990047696	11.2581104007997
ABHD6	7586	5728.1214	288.05296	6.321455
ABHD8	3167	2359.26	64.99998	1.613542
ABI1	39212	35710.974	806.5438	11.580022
ABI2	60976	54513.503	1434.59706	11.9280213
ABI3	5023	3945.768	1	0.0291111
ABI3BP	49452	41707.626	19.999993	1.1953594
ABITRAM	3350	2276.972	638.67489	16.742462
ABL1	12829	12021.165	2924.248	22.97757
ABL2	51826	48056.843	1506.10935	5.8451066
ABLIM1	44713	40686.6234	3633.76278	24.4843494
ABLIM2	39930	35386.5227	1	0.0440441
ABLIM3	26753	23790.914	41	0.43838
ABO	11951	10069.885	11.740953	0.1035555
ABR	122394	95481.5907	3715.1858000404	55.13808514969
ABRACL	1238	699.514	395.523	30.5361
ABRAXAS1	15206	12782.445	351.18183	7.499543
ABRAXAS2	2955	2685.69	908	13.3822
ABT1	2943	2673.69	736	10.896
ABTB1	20501	16461.671	273.00002	5.991238
ABTB2	5471	4932.475	856	7.30901
ABTB3	20146	18260.906	73.99993	1.015695
ACAA1	23594	18746.797	972.22473	32.916008
ACAA2	10177	8291.997	2062.0036	58.575136
ACACA	122089	109738.8628	4569.41572	32.9138518
ACACB	38581	34591.4922	515.2137503496	4.8992518450241
ACAD10	32695	26233.063	1065.04675	17.421303
ACAD11	18787	16094.102	306.99454	6.2522315
ACAD8	24051	19473.074	408.0001	9.566825
ACAD9	73163	65083.993	1161.0125	21.3314924
ACAD9-DT	4088	3280.339	24	1.769897
ACADM	160280	143852.523	1313.953201	34.41037936
ACADS	4399	3591.074	508.9995	13.377594
ACADSB	8543	7465.95	1398.99813	16.538393
ACADVL	33884	23437.5799	8421.70737	319.132432
ACAP1	12833	9728.4327	7.909496	1.67419848
ACAP2	20656	16683.0831	1021.9998	7.081741
ACAP2-IT1	690	420.694	3	0.282264
ACAP3	21846	18418.328	536.20718	25.037666
ACAT1	23239	17315.245	2114.58625	80.3361505
ACAT2	4017	3209.074	1760.00239	56.50241
ACBD3	3878	3375.4266	1289.0011	16.72386
ACBD4	20858	16549.451	391.83518	11.63467
ACBD5	94759	86949.018	2727.1449	34.8959504
ACBD6	19075	16920.687	1613.99935	57.957595
ACBD7	3844	3305.51	95.3031	1.2166
ACCS	13712	10216.581	1047.06614	36.513859
ACD	61388	49569.0763	465.99994	15.6106792
ACE	33609	27955.343	11.31041	0.4330035
ACE2	45226	42263.598	1	0.00648602
ACER2	2773	2503.69	39	0.616571
ACER3	120470	111044.36	2358.68410728342	18.186736957189
ACHE	24778	21007.798	2.0000001426	0.0367480168336
ACIN1	42379	36195.169	3996.4927703	63.32135353
ACKR2	12651	9688.99	3	0.0768093
ACKR3	2728	2189.384	4	0.1784211
ACKR4	2734	2195.83	7	0.135775
ACLY	22539	19846.319	20850.43897	229.480569
ACNATP	1225	955.694	0.5	0.0207086
ACO1	14662	13854.07	879.639804	8.97871977
ACO2	86407	78058.557	2885.99845	52.2548615
ACOT11	15293	13946.545	208.05081	3.2355719
ACOT13	9165	8357.074	339.499000108878	10.9038200011426
ACOT2	5151	4076.426	713.3313	25.67422
ACOT4	1465	1195.69	52.14	1.72604
ACOT7	12720	10296.218	1182.99981	39.7708153
ACOT8	16308	12807.105	338.99999	16.2390737
ACOT9	13693	11538.706	2361.3544	57.089116
ACOX1	24507	21043.2479	1258.7412	15.869298
ACOX2	12095	8594.84	92.99999	5.0467348
ACOX3	12044	9889.809	273.9996	6.270718
ACOXL	15152	12192.758	3	0.3512945
ACP1	10510	7010.534	3976.11409	162.42983
ACP2	18262	14267.5557	952.99975	27.7425028
ACP3	9543	7119.803	13	0.5991234
ACP5	45739	38467.729	1	0.0356053
ACP6	19774	17081.17	307.03499	7.7852396
ACP7	7675	6597.768	1.999999248	0.0302419091
ACR	3553	2476.096	1	0.0551519
ACRBP	8732	6308.511	3	0.2474545
ACSBG1	19122	15352.31	10.02586	0.7128364
ACSF2	21502	14914.2438	478.00004	20.214601
ACSF3	37231	32115.4	537.18635	12.853173
ACSL1	50441	46132.04	668.00009	8.2157943
ACSL3	155774	146079.502	3997.445414704	50.10996740415
ACSL4	64412	59568.611	1153.0003143098	10.236405372635
ACSL5	18430	16275.687	293.00041	4.651497
ACSL6	93638	84483.142	2	0.0351421
ACSM2B	26831	21716.585	2	0.0360379
ACSM3	16090	12053.055	1025.0822	21.929565
ACSM6	5318	4510.07	1	0.0281585
ACSS1	16590	15243.45	627.99966	7.305937
ACSS2	24016	17610.1241	537.000213	18.88688376
ACSS3	25012	22325.311	2.000004	0.083915
ACTA1	5150	4342.07	6	0.1473079
ACTA2	10595	8979.144	68.47089	2.062553
ACTA2-AS1	4746	3668.836	4	0.0726047
ACTB	29676	23482.969	45580.93621	1199.1296244
ACTC1	7968	6352.212	1.00004	0.0738923
ACTG1	46121	39388.262	81895.53123	1962.5603639
ACTG1P1	1129	859.694	5.00012	0.230216
ACTG1P14	1122	852.694	1	0.0464201
ACTG1P17	3318	2510.169	3.004083	0.093168
ACTG1P20	468	198.82	7.00072	1.39374
ACTG1P24	877	607.694	10	0.651351
ACTG1P25	3354	2815.384	2.00461	0.0386738
ACTG1P3	1114	844.694	6	0.281159
ACTL10	1583	1313.69	1	0.0301304
ACTL6A	12241	8618.9664	2357.99483701947	94.0965237005204
ACTL7B	1399	1129.69	1	0.035038
ACTL8	3511	2972.38	41	1.03256
ACTMAP	12145	9461.08	460.70533	10.49024
ACTN1	128172	115560.5107	8160.4083041546	115.646505864531
ACTN1-DT	1083	544.589	5	0.664367
ACTN3	6670	5862.074	1	0.0151499
ACTN4	24573	21611.065	3504.99216	181.7495925
ACTR10	15052	10743.877	1357.99932	43.365826
ACTR1A	11842	9957.028	4096.3649	68.495214
ACTR1B	4085	3277.078	879.9998	20.217469
ACTR2	7609	6531.95	14510.337284719	187.30064937129
ACTR3	17365	15210.85	5765.97578	118.993923
ACTR3-AS1	2315	1241.95	6.93838	0.940872
ACTR3B	11333	10012.108	182.87478	4.4364757
ACTR3C	9822	8206.425	8.18844	0.253994
ACTR5	2547	2277.69	341	5.92596
ACTR6	14833	11346.7473	1354.00366	52.993173
ACTR8	8780	7164.311	588.42995	14.259417
ACTRT3	1671	1401.69	68	1.92024
ACVR1	64005	57272.63	490.0002232812	7.347617069504
ACVR1B	13089	11204.682	1845.10434	22.494885
ACVR1C	13410	12332.76	3	0.013834
ACVR2A	15660	13819.8647	159.00001	2.2337787
ACVR2B	18818	18010.08	434.99986	1.5401827
ACVR2B-AS1	2517	2247.69	21.1168	0.37187
ACVRL1	18811	16659.19	8.0090411	0.32956067
ACY1	31434	23629.085	332.137997	12.196127
ACY3	2304	1765.384	123	4.4192
ACYP1	3829	2213.565	336.25081	39.764828
ACYP2	9638	7214.302	76.341745	3.7988681
ADA	104194	87766.487	419.59023089754	12.6696332807942
ADA2	87575	79496.142	1	0.0255915
ADAD1P1	1936	1666.69	1.00793	0.0239373
ADAD2	12430	10006.594	1	0.0174164
ADAL	17658	15503.749	77.24816	2.2682433
ADAM10	27325	22747.723	6087.11078	130.721171
ADAM11	14864	13517.518	138	1.435303
ADAM12	21142	19270.912	126.99965	0.792633
ADAM15	54678	46091.7124	2841.27514	61.542491
ADAM17	92394	84853.522	2023.42711	25.1446051
ADAM19	15169	13822.454	227.00031	1.4915318
ADAM20	5575	5036.38	0.9999996	0.015739213
ADAM22	51256	47485.858	35	0.3658509
ADAM23	9508	8700.2	32	0.30763
ADAM28	25586	22085.556	413.0005	6.626022
ADAM32	37186	31350.4984	45.203344	0.8082969
ADAM33	15949	14602.45	2.0000000298133	0.024999000367545
ADAM3A	17749	15325.222	30	1.52887
ADAM7-AS1	2507	1430.022	4	0.572027
ADAM8	15135	12174.354	66.00006	4.1139062
ADAM9	121345	112926.79	13952.02119	144.47218
ADAMTS1	42213	39519.904	14.00427153137	0.207268718527
ADAMTS10	24623	20853.068	458.62521	25.267068
ADAMTS12	20711	18143.4661	44.99998	1.0023995
ADAMTS13	28446	26022.218	34.00001	0.5278729
ADAMTS15	6006	5736.69	70	0.482988
ADAMTS16	11075	10105.2148	15.000029	0.1312466
ADAMTS16-DT	11444	10366.76	5	0.0354381
ADAMTS17	16495	14148.6291	3.000001	0.1889699
ADAMTS3	8111	7303.078	3	0.0198749
ADAMTS4	12085	11292.6809	5.95808	0.0248045
ADAMTS6	23316	21176.3133	30.99998	0.38609493
ADAMTS7	15310	13963.454	104.00005	0.96788
ADAMTS7P3	3716	3446.69	2	0.0229682
ADAMTS8	5878	5339.38	26	0.30641
ADAMTS9	32987	30294.22	10.99999	0.6646372
ADAMTS9-AS2	21246	18822.305	1	0.011568
ADAMTSL1	40922	36884.597	1	0.00902118
ADAMTSL3	23828	21673.9	1	0.00839193
ADAMTSL4	26861	24706.52	23.02259	0.2868663
ADAMTSL4-AS2	665	395.758	2	0.200032
ADAMTSL5	11518	8575.1753	10	0.3678416
ADAP1	25355	20241.899	17.95407	0.6711372
ADAP2	12081	9166.0662	93.99999	2.969183
ADAR	171206	162620.7859	7729.7570967968	52.659553223812
ADARB1	49937	45934.3808	115.00005	1.7798453
ADAT1	14271	11578.592	1258.40728	20.085362
ADAT2	13419	12611.165	384.9996	11.077166
ADAT3	2582	2043.384	12.772	0.380195
ADCK1	13280	11125.631	258.99969	10.279674
ADCK2	7766	6419.522	489.0005	10.0891
ADCK5	8055	5952.5124	118.9999	3.246442
ADCY1	17966	16619.468	221.2528	1.718268
ADCY10	18619	17272.454	6.000000195054	0.29113550164385
ADCY10P1	8931	8123.165	2.00203	0.0184303
ADCY2	21417	19263.1	2.00339	0.01032881
ADCY3	24766	21265.457	1503.83466	33.015588
ADCY5	51149	46840.352	52.0000306168789	0.428569832655823
ADCY6	27538	25119.892	2311.85306	20.51483
ADCY6-DT	912	373.762	36	6.99127
ADCY7	37862	33678.3705	42.421355044	3.87582029297
ADCY9	13550	11665.123	423.69435	2.892614
ADCYAP1R1	27318	25163.863	1	0.00647752
ADD1	58674	50927.9199	1502.85757	24.9858272
ADD2	31250	27480.091	1699.941358	13.5198304
ADD3	20838	15657.6627	2284.5801561	34.30783166
ADD3-AS1	12012	10665.458	14.00213	0.3524631
ADGB	31408	27969.248	3.03677	0.0184651
ADGRA1	7702	7163.38	1	0.0124916
ADGRA2	13785	12977.165	73.999973	0.5246402
ADGRA3	20917	17458.7291	1335.36717	15.176739
ADGRA3P1	4815	4276.38	3.01533	0.0385547
ADGRB1	21921	20574.518	6	0.056126
ADGRB2	47181	43141.658	383.99988	4.3643681
ADGRD1	34293	29984.664	34.000905	1.5172859
ADGRD1-AS1	2314	1775.384	41.88755	1.698649
ADGRD2	14513	12358.658	4	0.0850455
ADGRE1	16712	14557.623	15	0.241245
ADGRE2	29952	26451.164	3.52804	0.1257436
ADGRE5	16410	12145.4416	1131.364071	37.4710409
ADGRF1	29277	25776.271	3.011477	0.05446376
ADGRF3	27532	24893.1171	16.9999949	0.37151504
ADGRF4	9277	8469.07	75	1.045594
ADGRF5	12586	11508.95	1	0.0073318
ADGRG1	86665	65421.7722	3584.25179778735	80.933075144473
ADGRG2	51511	48548.59	102.0007038	0.908807989
ADGRG3	10261	8375.937	30.99995	0.541243
ADGRG5	15160	13284.134	1.999996	0.02854423
ADGRG6	35448	31678.207	4205.66285	43.331677
ADGRL1	19508	17354.236	723.00027	5.078685
ADGRL1-AS1	4109	3301.169	31.31144	1.619502
ADGRL2	181818	170520.7081	17.5146	0.323203
ADGRL3	97483	92366.388	3.9999975991391	0.017743096460284
ADGRL4	28091	23513.552	3.000002	0.1739621
ADGRV1	112990	103026.32	153.03786	5.1025875
ADH1B	19670	18054.144	5.000003	0.05221684
ADH1C	3471	2393.954	24.99997	0.901149
ADH4	10895	7991.7108	3.41555	0.0780259
ADH5	13311	9831.32	4033.99750004718	114.055845003379
ADH6	11506	9351.722	210.00036	4.47603
ADHFE1	19717	15408.622	3.4218200885307	0.20843400491689
ADI1	8607	7529.828	1970.00365	39.523142
ADIPOQ-AS1	3443	3173.69	2	0.0249439
ADIPOR1	7253	5906.462	1993.184	43.299953
ADIPOR2	7219	5334.549	3916.69115	45.30046
ADIRF-AS1	9156	8078.874	174.0208	2.764236
ADISSP	5221	4143.768	1306.0037	53.255723
ADK	21071	17307.261	815.00083	24.148583
ADM	9538	7383.782	2109.9975	112.09883
ADM-DT	803	533.694	14	1.03833
ADM2	8489	7950.38	26.0000000266575	0.260957000263349
ADNP	43299	40875.282	3487.8786	34.251538
ADNP-AS1	3846	2768.776	14	0.776798
ADNP2	7631	6449.6911	1421.00386	12.153312
ADO	3760	3490.69	1461	16.5668
ADORA1	14778	12892.838	29.00003	0.5711543
ADORA2A	18331	14291.909	10	0.3698367
ADORA2A-AS1	7195	6117.764	53	0.917017
ADORA2B	3397	2858.38	71	2.160352
ADPGK	22081	18311.147	511.41726	9.634493
ADPGK-AS1	5987	5179.074	1	0.0160858
ADPRH	14097	12211.929	181.99994	2.3560185
ADPRHL1	23161	21814.454	219.999604	10.59917734
ADPRM	5020	3942.768	194.8559	6.879065
ADPRS	1651	1381.69	472	13.5217
ADRA1B	3531	2723.279	46.687	0.825838
ADRA1D	3454	2915.475	63	0.93302
ADRA2A	3879	3609.69	7	0.0767586
ADRA2B	3696	3426.69	1	0.0115511
ADRA2C	3742	3203.38	48	1.01455
ADRB1	3039	2769.69	12	0.171494
ADRB2	2013	1743.69	27	0.612905
ADRM1	5635	4288.522	2666.27118	90.713546
ADSL	62059	52699.6852	2688.47104537	79.378802622
ADSS1	16683	13201.2195	258.00512	8.652734
ADSS2	4294	3486.078	1858.9954	33.803955
ADTRP	9721	7028.114	6	0.4034516
AEBP1	12776	10352.571	1	0.0208032
AEBP2	17794	15370.416	1557.69367	31.4222657
AEN	11592	9976.282	2511.59135	36.75745
AFAP1	35541	32860.7964	1634.004	9.179455
AFAP1-AS1	12252	11713.38	3	0.0181606
AFAP1L1	14034	12455.3379	227.74181	4.340261
AFAP1L2	17712	15826.933	632.00003	7.775438
AFDN	85546	79352.559	648.419230221272	7.9598560126258
AFDN-DT	15658	12270.0996	3.2244	0.1929781
AFF1	39129	35897.782	1105.29383	5.106008
AFF2	42672	40786.854	9	0.0505757
AFF3	57332	49801.602	1	0.00792009
AFF4	19389	16965.711	3565.23748	16.2979276
AFF4-DT	395	128.715	4	1.23007
AFG1L	12517	10632.028	99.00145	3.0257165
AFG3L1P	48644	42719.583	377.125509980699	10.5819516294341
AFG3L2	30123	26891.52	2617.00829	45.295912
AFM	2413	1875.38	7	0.160373
AFMID	12178	8139.292	334.159980021788	29.0573770031732
AFP	6751	4989.1278	12.99999	1.272134
AFTPH	38794	35562.284	1365.83908	14.653039
AFTPH-DT	1924	1654.69	4	0.0956846
AGA	5103	3488.442	589.00037	18.005214
AGA-DT	6873	5795.855	8	0.6475925
AGAP1	40163	36931.484	1039.0009	7.5676813
AGAP1-IT1	1360	821.452	4	0.371059
AGAP10P	2418	2148.69	31.4649	0.57963
AGAP12P	4500	3961.38	22.0227	0.417145
AGAP13P	2061	1791.69	37.5835	0.830297
AGAP2	15890	14812.855	10	0.0773286
AGAP2-AS1	1500	1230.69	255.613	8.22116
AGAP3	28591	21896.1826	815.57257	29.4025907
AGAP4	6647	5320.7043	220.2834	5.312966
AGAP5	5646	4838.184	66.3214	3.904205
AGAP6	25589	22895.9	253.7961	4.3026935
AGAP9	2387	2117.69	237.572	4.44051
AGBL1	23481	21865.154	5.00184	0.04014009
AGBL2	17062	13592.7088	45.0000096	1.964990304
AGBL3	13907	12022.043	135.99996	7.3253519
AGBL4	10359	9012.518	1	0.0365252
AGBL5	15629	12936.386	919.00005	21.075242
AGBL5-IT1	339	87.8674	2	0.900952
AGER	109812	82075.105	47.000019	2.0973576
AGFG1	19576	17421.623	4878.0019	68.81327
AGFG2	9853	8506.458	374.00007	8.343585
AGGF1	7009	5931.863	1254.51	11.765
AGGF1P1	2073	1803.69	1.17346	0.0257517
AGGF1P2	2106	1836.69	5.84908	0.126052
AGGF1P8	1000	730.694	3	0.162512
AGK	48877	41079.849	1701.00098	49.330784
AGL	50772	48617.588	926.99974054	5.3770766041
AGMAT	3095	2825.69	140.286	1.96512
AGMO	3998	2921.562	350	7.13239
AGO1	35612	33726.84	986.000103	3.94803033
AGO2	23901	21279.9796	2609.99998	11.735209
AGO3	30381	28496.034	290.73636	2.38223
AGO4	8091	7317.8547	271.10085	3.409717
AGPAT1	113593	98511.668	1239.13309709473	24.8441248135804
AGPAT2	4465	3387.768	1245.9985	41.53024
AGPAT3	38068	33224.68	1893.7052433	17.990404817
AGPAT4	24007	22391.262	95.00002	0.6716464
AGPAT5	10703	8818.268	2693.81275	35.363464
AGPS	117737	111004.272	2047.502438	28.66090592
AGR2	5094	3382.1874	2340.82985	218.49673
AGR3	2281	1208.601	8	0.917381
AGRN	35898	33249.159	4483.0226	42.249131
AGT	50884	47382.97	6.000000141654	0.12860400299566
AGTPBP1	20524	18369.6	987.000111	10.70408797
AGTR1	17199	14775.214	63.00001	1.584461
AGTRAP	12780	9009.807	606.00072	29.063728
AHCTF1	37689	35816.8977	3742.6985	25.887131
AHCTF1P1	6821	6551.69	9.66887	0.0584147
AHCY	9060	7444.326	9607.4479	205.78819
AHCYL1	12861	11245.243	6849.0004	85.424833
AHCYL2	19971	16739.891	616.545179	6.9961117
AHDC1	45132	40554.469	360.0003943	3.60438691
AHI1	298954	281180.434	1060.75814569	11.4860517397
AHI1-DT	33940	27207.926	21.000004	1.0708757
AHNAK	23590	21435.922	5519.65347	16.433443
AHNAK2	41815	40737.78	2929.69811	14.4705358
AHR	19704	18019.0757	1883.68704	27.963448
AHRR	23254	20292.221	234.032916	1.9647459
AHSA1	10216	6715.733	5211.99549	319.000401
AHSA2P	27877	23840.514	1261.82124575956	26.905485966879
AHSG	4396	3588.074	19	0.576427
AICDA	22282	19943.6868	4.0049	0.0698739
AIDA	10531	8915.156	1920.05538	28.0761026
AIDAP2	5061	4253.078	1	0.0522403
AIF1L	20628	17935.749	116.00003	1.5278168
AIFM1	64019	55670.406	4139.0586705	84.333578163
AIFM2	9903	8825.764	1824.82400018695	25.8345400032163
AIFM3	25525	20408.988	59	1.436898
AIG1	16326	13633.379	580.67676	20.367418
AIM2	14706	12551.71	3.00018	0.0462732
AIMP1	45485	40368.209	2976.00033699	86.037967725
AIMP2	3942	2864.776	1204.14998	52.223223
AIP	13148	10185.686	773.00004	31.902321
AIPL1	18553	15592.122	2.00127	0.0438937
AJM1	4642	4372.69	54.3071	0.491595
AJUBA	9761	7876.861	1706.72782	24.855819
AJUBA-DT	2412	1604.173	22	1.857037
AK1	5316	3700.433	411.87357	22.52688
AK2	77796	71407.7526	5825.20242947	188.61124125893
AK3	10489	9411.764	420.384700068834	11.6407850006898
AK3P3	664	394.758	12	1.20323
AK4	25737	23582.536	1257.68519	14.2392807
AK4P1	672	402.758	66.2273	6.50868
AK4P3	2435	1896.475	7.78601	0.186363
AK5	14316	10921.7701	64.000014	1.4381126
AK6	9266	6573.334	1000.3892	55.17492
AK7	6475	5128.644	130.0986	3.4915
AK8	6769	5479.7834	37.00001	1.100941
AK9	24100	20869.702	77.52026	1.7984674
AKAP1	31900	26784.16	3342.354084307	38.0124476336
AKAP1-DT	3008	2200.078	28.00547	2.098215
AKAP10	11370	8473.8649	1414.00325	19.861127
AKAP11	9915	9645.69	704.773	2.89211
AKAP12	28101	26754.545	1783.0805	10.690991
AKAP13	58912	52500.0522	2792.09544	14.1035711
AKAP14	3123	1781.715	6	1.262404
AKAP17A	17236	15620.14	1277	19.206924
AKAP3	8932	7316.493	6.99999534	0.3246541962
AKAP5	9088	8549.38	139.51519	0.973972
AKAP6	34100	30073.9124	120.43725	2.6883252
AKAP7	17587	14625.829	206.002210124256	5.02323600244487
AKAP8	37276	34044.375	1087.9996	16.855393
AKAP8L	88174	77671.618	1329.000162125	38.5951022189
AKAP9	285747	277129.308	1409.21397706143	7.77090441218136
AKIP1	10534	7572.025	708.60183	47.082431
AKIRIN1	5979	4901.768	2205.9377	46.798913
AKIRIN2	2311	1773.483	278.924	33.01316
AKNA	34428	32066.8623	323.12607	4.882155
AKNAD1	18654	15961.208	3	0.265897
AKR1A1	12197	8447.1782	1945.70133	87.624057
AKR1B1	12448	8678.405	14846.96156	612.573322
AKR1B10	3784	2706.9	155235.637	4791.1384
AKR1B10P1	942	672.694	1.00172	0.0589426
AKR1B15	6251	5173.764	280.1513	9.12365
AKR1C1	11495	10148.462	32093.646	1143.0098
AKR1C2	11946	9253.418	118554.4725	6528.0924
AKR1C3	9878	6915.849	87704.79393	3857.7028234
AKR1C4	3414	2606.078	47.0049	1.9612241
AKR1C5P	609	339.785	6	0.69895
AKR1C7P	895	625.694	29.1825	1.84612
AKR1C8	4955	3877.882	9	0.31052
AKR1E2	11862	8392.687	220.07866	15.31021
AKR7A2	4733	3386.576	597.00024	22.50818
AKR7A3	1215	945.694	4	0.167421
AKR7L	3842	3034.165	19	0.4682802
AKT1	61396	55471.37	3852.66609	74.8292319
AKT1S1	15664	13262.7256	820.87557	12.583546
AKT2	52976	41294.6402	4636.9203	182.775968
AKT3	66914	59106.125	1623.5097390853	18.441987289647
AKTIP	14918	11148.25	377.23108	11.067356
ALAD	10721	8297.693	961.9997	14.9264307
ALAS1	10250	8648.8383	2358.99657	50.188665
ALB	20218	15178.03	7.000002	0.2275047
ALCAM	20408	17984.313	4818.65363	46.8724078
ALDH16A1	15868	13752.5376	911.2805	13.81561
ALDH18A1	8708	7361.553	2726.00353	37.439962
ALDH1A1	6221	4422.4545	390862.9491	11086.2257
ALDH1A3	10689	8804.119	852.00043	11.1088809
ALDH1A3-AS1	13576	11960.262	101	1.7979603
ALDH1B1	3612	3073.475	207.73956	3.162987
ALDH1L1	37202	32354.816	7	0.211124
ALDH1L1-AS2	7404	6326.89	1	0.0192549
ALDH1L2	27429	25544.107	181.18596	1.5537642
ALDH2	14042	12695.64	1473.7033	37.37964
ALDH3A1	18966	14397.885	97059.41892	3354.08779
ALDH3A2	89350	78043.566	9755.24666	154.414107
ALDH3B1	18008	15584.317	4487.2871	82.709325
ALDH3B2	14536	11304.759	3	0.0988159
ALDH4A1	11489	9873.258	440.99966	6.8775184
ALDH5A1	23808	21115.042	969.15989	8.8752249
ALDH6A1	13563	11677.929	523.9359	5.521594
ALDH7A1	62275	52403.0266	3149.72688417462	79.8143962752224
ALDH8A1	9031	7417.332	3.999996	0.2401579
ALDH9A1	5240	3893.648	3103.99573	59.677464
ALDOA	19714	14608.057	26840.56047	893.852103
